	gene_id	gene_name	location	lncRNA ID	simplified_biotype	gene_class	w0 TPM	w1 TPM	w2 TPM	w3 TPM	w4 TPM	w5 TPM	tcons_id	xloc_id	mappable_genomes	annotated_genomes	expressed_genomes
256894	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072525	XLOC_007940	hg19	hg19	hg19
256895	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072522	XLOC_007940	hg19	hg19	hg19
256896	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072523	XLOC_007940	hg19	hg19	hg19
256897	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072520	XLOC_007940	hg19	hg19	hg19
256898	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072521	XLOC_007940	hg19	hg19	hg19
256908	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072543	XLOC_007940	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256909	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072549	XLOC_007940	hg19	hg19	hg19
256913	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072530	XLOC_007940	hg19	hg19	hg19
256914	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072533	XLOC_007940	hg19	hg19	hg19
257013	ENSG00000151491.8	EPS8	chr12:15763333-16035250 (-)		protein_coding	protein coding mRNAs	0.51	0.905	0.965	1.06	1.145	0.695	TCONS_00138251	XLOC_014768	hg19	hg19	hg19
257374	ENSG00000151615.3	POU4F2	chr4:147558920-147573360 (+)		protein_coding	protein coding mRNAs	0.0	0.11	0.335	0.83	1.23	0.365	TCONS_00446482	XLOC_047463	hg19	hg19	hg19
257376	ENSG00000151615.3	POU4F2	chr4:147558920-147573360 (+)		protein_coding	protein coding mRNAs	0.0	0.11	0.335	0.83	1.23	0.365	TCONS_00446488	XLOC_047463	hg19	hg19	hg19
257377	ENSG00000151615.3	POU4F2	chr4:147558920-147573360 (+)		protein_coding	protein coding mRNAs	0.0	0.11	0.335	0.83	1.23	0.365	TCONS_00446489	XLOC_047463	hg19	hg19	hg19
257514	ENSG00000151665.8	PIGF	chr2:46803765-46844283 (-)		protein_coding	protein coding mRNAs	2.105	1.87	2.06	1.95	1.96	1.17	TCONS_00342129	XLOC_035705	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
258632	ENSG00000152061.17	RABGAP1L	chr1:174078701-174967345 (+)		protein_coding	protein coding mRNAs	7.175	2.24	3.32	3.565	5.45	4.405	TCONS_00022130	XLOC_002250	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
258811	ENSG00000152102.13	FAM168B	chr2:131793062-131851097 (-)		protein_coding	protein coding mRNAs	2.305	2.945	4.065	4.035	4.695	4.485	TCONS_00350027	XLOC_036682	hg19,panTro4	hg19,panTro4	hg19
258909	ENSG00000152127.4	MGAT5	chr2:134686907-135252092 (.)		protein_coding	protein coding mRNAs	3.125	2.42	3.34	3.295	4.245	3.14	TCONS_00325627	XLOC_033903	hg19	hg19	hg19
258918	ENSG00000152127.4	MGAT5	chr2:134686907-135252092 (.)		protein_coding	protein coding mRNAs	3.125	2.42	3.34	3.295	4.245	3.14	TCONS_00325605	XLOC_033903	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
258950	ENSG00000152127.4	MGAT5	chr2:134686907-135252092 (.)		protein_coding	protein coding mRNAs	3.125	2.42	3.34	3.295	4.245	3.14	TCONS_00325620	XLOC_033902	hg19	hg19	hg19
258951	ENSG00000152127.4	MGAT5	chr2:134686907-135252092 (.)		protein_coding	protein coding mRNAs	3.125	2.42	3.34	3.295	4.245	3.14	TCONS_00325596	XLOC_033902	hg19	hg19	hg19
258953	ENSG00000152127.4	MGAT5	chr2:134686907-135252092 (.)		protein_coding	protein coding mRNAs	3.125	2.42	3.34	3.295	4.245	3.14	TCONS_00325617	XLOC_033902	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
259018	ENSG00000152219.4	ARL14EP	chr11:30344562-30370793 (+)		protein_coding	protein coding mRNAs	2.145	2.19	2.62	2.325	2.635	1.9	TCONS_00087720	XLOC_009675	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
259366	ENSG00000152402.6	GUCY1A2	chr11:106543953-107047812 (-)		protein_coding	protein coding mRNAs	0.055	0.365	0.67	0.745	0.975	1.42	TCONS_00114720	XLOC_012218	hg19	hg19	hg19
259495	ENSG00000152455.11	SUV39H2	chr10:14920124-14964963 (.)		protein_coding	protein coding mRNAs	3.72	4.0	4.33	3.67	3.07	2.385	TCONS_00059877	XLOC_006446	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
259546	ENSG00000152464.10	RPP38	chr10:15139097-15183058 (.)		protein_coding	protein coding mRNAs	1.445	1.425	1.47	1.31	1.37	1.065	TCONS_00059905	XLOC_006449	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
259550	ENSG00000152464.10	RPP38	chr10:15139097-15183058 (.)		protein_coding	protein coding mRNAs	1.445	1.425	1.47	1.31	1.37	1.065	TCONS_00059901	XLOC_006449	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
259554	ENSG00000152464.10	RPP38	chr10:15139097-15183058 (.)		protein_coding	protein coding mRNAs	1.445	1.425	1.47	1.31	1.37	1.065	TCONS_00059914	XLOC_006449	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
259556	ENSG00000152464.10	RPP38	chr10:15139097-15183058 (.)		protein_coding	protein coding mRNAs	1.445	1.425	1.47	1.31	1.37	1.065	TCONS_00072721	XLOC_007963	hg19	hg19	hg19
260288	ENSG00000152700.9	SAR1B	chr5:133933892-133984785 (-)		protein_coding	protein coding mRNAs	1.12	1.035	1.8	1.58	1.34	1.12	TCONS_00487446	XLOC_052839	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
260451	ENSG00000152767.11	FARP1	chr13:98794473-99111597 (+)		protein_coding	protein coding mRNAs	3.12	3.095	2.755	2.61	5.23	2.975	TCONS_00157407	XLOC_016911	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
260677	ENSG00000152894.10	PTPRK	chr6:128266552-128842176 (-)		protein_coding	protein coding mRNAs	3.05	2.95	4.035	3.825	3.11	2.53	TCONS_00521901	XLOC_056993	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
260701	ENSG00000152894.10	PTPRK	chr6:128266552-128842176 (-)		protein_coding	protein coding mRNAs	3.05	2.95	4.035	3.825	3.11	2.53	TCONS_00521928	XLOC_056993	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
260732	ENSG00000152904.7	GGPS1	chr1:235490199-235530438 (+)		protein_coding	protein coding mRNAs	2.4	2.345	2.615	1.97	2.315	1.45	TCONS_00028903	XLOC_003026	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
260763	ENSG00000152904.7	GGPS1	chr1:235490199-235530438 (+)		protein_coding	protein coding mRNAs	2.4	2.345	2.615	1.97	2.315	1.45	TCONS_00028916	XLOC_003026	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
260941	ENSG00000152990.9	GPR125	chr4:22337938-22517689 (-)		protein_coding	protein coding mRNAs	5.535	3.92	5.65	3.94	3.015	2.295	TCONS_00451999	XLOC_048188	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261122	ENSG00000153046.13	CDYL	chr6:4706371-4961324 (+)		protein_coding	protein coding mRNAs	7.28	2.555	3.465	2.66	2.735	2.24	TCONS_00493333	XLOC_053537	hg19	hg19	hg19
261125	ENSG00000153046.13	CDYL	chr6:4706371-4961324 (+)		protein_coding	protein coding mRNAs	7.28	2.555	3.465	2.66	2.735	2.24	TCONS_00493334	XLOC_053537	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261181	ENSG00000153066.8	TXNDC11	chr16:11769191-11837528 (-)		protein_coding	protein coding mRNAs	0.4	0.335	0.68	0.505	3.34	0.605	TCONS_00224082	XLOC_023903	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261182	ENSG00000153066.8	TXNDC11	chr16:11769191-11837528 (-)		protein_coding	protein coding mRNAs	0.4	0.335	0.68	0.505	3.34	0.605	TCONS_00224083	XLOC_023903	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261385	ENSG00000153113.19	CAST	chr5:95654194-96123367 (+)		protein_coding	protein coding mRNAs	1.785	1.81	2.03	1.31	1.28	0.85	TCONS_00469677	XLOC_050450	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261397	ENSG00000153113.19	CAST	chr5:95654194-96123367 (+)		protein_coding	protein coding mRNAs	1.785	1.81	2.03	1.31	1.28	0.85	TCONS_00469681	XLOC_050450	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
261454	ENSG00000153113.19	CAST	chr5:95654194-96123367 (+)		protein_coding	protein coding mRNAs	1.785	1.81	2.03	1.31	1.28	0.85	TCONS_00469725	XLOC_050450	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261455	ENSG00000153113.19	CAST	chr5:95654194-96123367 (+)		protein_coding	protein coding mRNAs	1.785	1.81	2.03	1.31	1.28	0.85	TCONS_00469726	XLOC_050450	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
261685	ENSG00000153207.10	AHCTF1	chr1:246998459-247242066 (-)		protein_coding	protein coding mRNAs	6.14	3.96	5.97	3.475	3.125	3.725	TCONS_00057994	XLOC_006199	hg19,ponAbe2	hg19,ponAbe2	hg19
261686	ENSG00000153207.10	AHCTF1	chr1:246998459-247242066 (-)		protein_coding	protein coding mRNAs	6.14	3.96	5.97	3.475	3.125	3.725	TCONS_00057995	XLOC_006199	hg19,ponAbe2	hg19,ponAbe2	hg19
262105	ENSG00000153317.10	ASAP1	chr8:131062363-131456325 (-)		protein_coding	protein coding mRNAs	2.735	2.57	3.195	2.275	2.23	1.98	TCONS_00578298	XLOC_063954	hg19	hg19	hg19
262134	ENSG00000153317.10	ASAP1	chr8:131062363-131456325 (-)		protein_coding	protein coding mRNAs	2.735	2.57	3.195	2.275	2.23	1.98	TCONS_00578314	XLOC_063954	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
262174	ENSG00000153317.10	ASAP1	chr8:131062363-131456325 (-)		protein_coding	protein coding mRNAs	2.735	2.57	3.195	2.275	2.23	1.98	TCONS_00578324	XLOC_063954	hg19,panTro4	hg19,panTro4	hg19
262351	ENSG00000153406.9	NMRAL1	chr16:4500467-4526323 (-)		protein_coding	protein coding mRNAs	1.72	1.17	1.31	0.985	2.43	1.29	TCONS_00223328	XLOC_023818	hg19	hg19	hg19
262656	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593975	XLOC_065707	hg19	hg19	hg19
262657	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593974	XLOC_065707	hg19	hg19	hg19
262658	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593973	XLOC_065707	hg19	hg19	hg19
262659	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593972	XLOC_065707	hg19	hg19	hg19
262661	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593970	XLOC_065707	hg19	hg19	hg19
262694	ENSG00000153707.11	PTPRD	chr9:8295486-10613403 (-)		protein_coding	protein coding mRNAs	3.25	4.635	9.225	9.485	11.265	9.435	TCONS_00593980	XLOC_065707	hg19	hg19	hg19
262892	ENSG00000153815.12	CMIP	chr16:81478412-81747897 (+)		protein_coding	protein coding mRNAs	1.875	2.275	2.325	2.195	3.165	4.09	TCONS_00219398	XLOC_023477	hg19	hg19	hg19
262971	ENSG00000153823.14	PID1	chr2:229876194-230136582 (-)		protein_coding	protein coding mRNAs	0.1	0.135	0.315	0.55	1.13	0.835	TCONS_00358773	XLOC_037693	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
262974	ENSG00000153823.14	PID1	chr2:229876194-230136582 (-)		protein_coding	protein coding mRNAs	0.1	0.135	0.315	0.55	1.13	0.835	TCONS_00358771	XLOC_037693	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
262982	ENSG00000153823.14	PID1	chr2:229876194-230136582 (-)		protein_coding	protein coding mRNAs	0.1	0.135	0.315	0.55	1.13	0.835	TCONS_00358753	XLOC_037693	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263169	ENSG00000153904.14	DDAH1	chr1:85780283-86048927 (-)		protein_coding	protein coding mRNAs	2.075	1.11	0.98	1.325	1.12	1.975	TCONS_00042135	XLOC_004345	hg19	hg19	hg19
263365	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253123	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263368	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253124	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263369	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253127	XLOC_026770	hg19	hg19	hg19
263371	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253129	XLOC_026770	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
263372	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253128	XLOC_026770	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
263373	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253118	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263374	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253119	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263375	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253114	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263378	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253117	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263379	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253110	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263381	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253112	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263382	ENSG00000153976.2	HS3ST3A1	chr17:13380917-13505712 (-)		protein_coding	protein coding mRNAs	0.155	0.785	1.815	0.965	0.36	0.125	TCONS_00253113	XLOC_026770	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263930	ENSG00000154162.9	CDH12	chr5:21737170-22853629 (-)		protein_coding	protein coding mRNAs	0.08	0.105	0.21	0.44	1.175	0.56	TCONS_00479907	XLOC_051800	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
263946	ENSG00000154162.9	CDH12	chr5:21737170-22853629 (-)		protein_coding	protein coding mRNAs	0.08	0.105	0.21	0.44	1.175	0.56	TCONS_00479916	XLOC_051800	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
264028	ENSG00000154175.12	ABI3BP	chr3:100447455-100712308 (-)		protein_coding	protein coding mRNAs	0.445	1.465	0.65	0.435	0.375	0.23	TCONS_00425816	XLOC_045062	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
264114	ENSG00000154217.10	PITPNC1	chr17:65372841-65695364 (+)		protein_coding	protein coding mRNAs	1.05	0.56	0.8	1.015	1.19	1.625	TCONS_00245428	XLOC_026181	hg19	hg19	hg19
264251	ENSG00000154229.7	PRKCA	chr17:64298686-64809812 (+)		protein_coding	protein coding mRNAs	1.44	0.83	0.79	0.83	0.645	1.37	TCONS_00245345	XLOC_026173	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
264451	ENSG00000154265.11	ABCA5	chr17:67197640-67323819 (-)		protein_coding	protein coding mRNAs	0.2	0.615	0.805	1.195	1.67	1.355	TCONS_00263246	XLOC_027806	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
264452	ENSG00000154265.11	ABCA5	chr17:67197640-67323819 (-)		protein_coding	protein coding mRNAs	0.2	0.615	0.805	1.195	1.67	1.355	TCONS_00263245	XLOC_027806	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
264998	ENSG00000154429.6	CCSAP	chr1:229441461-229480030 (-)		protein_coding	protein coding mRNAs	0.95	0.715	1.035	1.38	1.535	4.245	TCONS_00056300	XLOC_006000	hg19,ponAbe2	hg19,ponAbe2	hg19
265222	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462192	XLOC_049476	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
265243	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462182	XLOC_049476	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
265298	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462190	XLOC_049476	hg19	hg19	hg19
265299	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462191	XLOC_049476	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
265326	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462173	XLOC_049476	hg19,ponAbe2	hg19,ponAbe2	hg19
265328	ENSG00000154556.13	SORBS2	chr4:186500543-186877885 (-)		protein_coding	protein coding mRNAs	3.86	2.91	5.055	4.955	6.44	6.105	TCONS_00462179	XLOC_049476	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
265532	ENSG00000154654.10	NCAM2	chr21:22369734-22919337 (+)		protein_coding	protein coding mRNAs	0.1	0.21	0.57	1.195	2.19	1.865	TCONS_00377079	XLOC_039935	hg19	hg19	hg19
265606	ENSG00000154727.6	GABPA	chr21:27107255-27147176 (+)		protein_coding	protein coding mRNAs	2.335	2.03	2.385	2.105	2.125	1.395	TCONS_00377233	XLOC_039954	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
265903	ENSG00000154822.11	PLCL2	chr3:16844158-17138216 (+)		protein_coding	protein coding mRNAs	1.945	0.88	1.715	1.84	2.505	2.145	TCONS_00399476	XLOC_042167	hg19	hg19	hg19
266006	ENSG00000154845.11	PPP4R1	chr18:9543374-9615239 (-)		protein_coding	protein coding mRNAs	6.36	8.015	7.91	7.88	5.71	5.115	TCONS_00273497	XLOC_028937	hg19	hg19	hg19
266008	ENSG00000154845.11	PPP4R1	chr18:9543374-9615239 (-)		protein_coding	protein coding mRNAs	6.36	8.015	7.91	7.88	5.71	5.115	TCONS_00273495	XLOC_028937	hg19	hg19	hg19
266256	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410391	XLOC_043393	hg19	hg19	hg19
266257	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410390	XLOC_043393	hg19	hg19	hg19
266260	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410373	XLOC_043393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
266266	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410375	XLOC_043393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
266267	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410374	XLOC_043393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
266268	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410397	XLOC_043393	hg19	hg19	hg19
266269	ENSG00000154928.12	EPHB1	chr3:134316656-134994152 (+)		protein_coding	protein coding mRNAs	0.6	1.1	1.835	1.61	1.48	1.585	TCONS_00410382	XLOC_043393	hg19	hg19	hg19
266651	ENSG00000155111.10	CDK19	chr6:110894032-111137097 (-)		protein_coding	protein coding mRNAs	1.105	1.25	1.645	1.405	1.55	1.47	TCONS_00520463	XLOC_056835	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
266709	ENSG00000155189.7	AGPAT5	chr8:6564854-6626098 (+)		protein_coding	protein coding mRNAs	4.445	3.395	3.99	4.2	3.82	3.04	TCONS_00556921	XLOC_061093	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
266912	ENSG00000155275.14	TRMT44	chr4:8430297-8519004 (+)		protein_coding	protein coding mRNAs	0.97	1.155	1.255	1.15	1.245	1.885	TCONS_00437352	XLOC_046283	hg19,panTro4	hg19,panTro4	hg19
267627	ENSG00000155760.1	FZD7	chr2:202896798-202907447 (+)		protein_coding	protein coding mRNAs	4.25	1.465	1.005	0.425	0.3	0.305	TCONS_00331650	XLOC_034536	hg19	hg19	hg19
267678	ENSG00000155816.15	FMN2	chr1:240177632-240641172 (+)		protein_coding	protein coding mRNAs	0.105	0.8	2.225	1.73	2.065	1.225	TCONS_00029404	XLOC_003072	hg19	hg19	hg19
267697	ENSG00000155816.15	FMN2	chr1:240177632-240641172 (+)		protein_coding	protein coding mRNAs	0.105	0.8	2.225	1.73	2.065	1.225	TCONS_00029416	XLOC_003072	hg19	hg19	hg19
267969	ENSG00000155957.12	TMBIM4	chr12:66522674-66563805 (-)		protein_coding	protein coding mRNAs	1.365	1.455	1.1	1.24	1.145	0.71	TCONS_00144832	XLOC_015387	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
267994	ENSG00000155970.7	MICU3	chr8:16884731-17002879 (+)		protein_coding	protein coding mRNAs	1.75	1.885	2.87	2.27	2.68	4.095	TCONS_00557804	XLOC_061230	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
268214	ENSG00000156011.12	PSD3	chr8:18381355-18942427 (-)		protein_coding	protein coding mRNAs	2.94	4.205	5.515	4.85	4.095	3.97	TCONS_00570140	XLOC_062828	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
268255	ENSG00000156017.8	C9orf41	chr9:77588484-77643408 (-)		protein_coding	protein coding mRNAs	1.91	1.155	1.195	1.095	0.94	0.74	TCONS_00597589	XLOC_066214	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
268264	ENSG00000156026.10	MCU	chr10:74451854-74649305 (+)		protein_coding	protein coding mRNAs	2.615	1.265	1.36	1.045	0.985	0.81	TCONS_00064234	XLOC_007054	hg19	hg19	hg19
269234	ENSG00000156411.5	C14orf2	chr14:104348582-104394667 (-)		protein_coding	protein coding mRNAs	7.97	5.025	5.755	5.145	6.02	6.16	TCONS_00186081	XLOC_020234	hg19,rheMac8	hg19,rheMac8	hg19
269235	ENSG00000156411.5	C14orf2	chr14:104348582-104394667 (-)		protein_coding	protein coding mRNAs	7.97	5.025	5.755	5.145	6.02	6.16	TCONS_00186080	XLOC_020234	hg19,rheMac8	hg19,rheMac8	hg19
269272	ENSG00000156453.9	PCDH1	chr5:141161064-141258808 (-)		protein_coding	protein coding mRNAs	2.125	0.44	0.45	0.665	1.13	2.005	TCONS_00488611	XLOC_052955	hg19	hg19	hg19
